,Image,building,car,crop,door,field,ground,mountain,road,rocky,sand,sea,sidewalk,sign,sky,skyscraper,snowy,tree,trunk,water,window
793,highway_bost317.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2125,street_boston32.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2404,tallbuilding_a806011.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1487,mountain_nat317.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
392,forest_cdmc351.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
144,coast_n291075.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2042,street_a281067.jpg,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
333,coast_osun56.jpg,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2151,street_gre122.jpg,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
1534,mountain_nat84.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
956,insidecity_a212025.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
569,forest_nat442.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
371,forest_cdmc278.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
113,coast_n203030.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
2073,street_art775.jpg,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
1230,insidecity_urb612.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2635,tallbuilding_urban1028.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
575,forest_nat470.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2408,tallbuilding_a807065.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
497,forest_land858.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
524,forest_nat1253.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1070,insidecity_art727.jpg,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
2587,tallbuilding_gre5.jpg,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
959,insidecity_a248032.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1095,insidecity_artc8.jpg,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1307,mountain_land331.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2438,tallbuilding_art1028.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
234,coast_nat707.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1603,mountain_sharp60.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
685,forest_text90.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
271,coast_natu469.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0
1147,insidecity_hous109.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1568,mountain_natu894.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
610,forest_natu317.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
373,forest_cdmc281.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1483,mountain_nat28.jpg,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0
2286,street_street56.jpg,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
1335,mountain_moun38.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
705,highway_art254.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
359,coast_sun8.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
505,forest_land870.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1856,opencountry_n347020.jpg,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2452,tallbuilding_art1387.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
136,coast_n286096.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
805,highway_bost331.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
92,coast_land371.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
876,highway_gre491.jpg,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
872,highway_gre480.jpg,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
808,highway_bost335.jpg,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
122,coast_n228047.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1994,opencountry_natu83.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2563,tallbuilding_city14.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2414,tallbuilding_a812069.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1085,insidecity_art901.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
330,coast_osun51.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2341,tallbuilding_a244040.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2024,opencountry_open55.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1398,mountain_n295039.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
542,forest_nat223.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2037,opencountry_tell59.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
837,highway_gre37.jpg,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0
319,coast_natu912.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
969,insidecity_a463036.jpg,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2602,tallbuilding_sky38.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2407,tallbuilding_a807024.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
311,coast_natu826.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
823,highway_gre141.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
215,coast_nat293.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1267,mountain_land132.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
977,insidecity_a79054.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2303,street_urb305.jpg,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
0,coast_arnat59.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
971,insidecity_a463092.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
94,coast_land374.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1247,insidecity_urb917.jpg,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1
2095,street_bost40.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2,coast_art294.jpg,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
366,forest_bost98.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2374,tallbuilding_a487063.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2499,tallbuilding_art1756.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
183,coast_nat1043.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
1905,opencountry_nat626.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
706,highway_art255.jpg,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
640,forest_natu870.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1239,insidecity_urb728.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1173,insidecity_hous77.jpg,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1428,mountain_n44002.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1634,opencountry_cdmc518.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2584,tallbuilding_city83.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1710,opencountry_land433.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
500,forest_land863.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
721,highway_art820.jpg,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2005,opencountry_natu921.jpg,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
1560,mountain_natu750.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1193,insidecity_par40.jpg,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
973,insidecity_a487026.jpg,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
401,forest_cdmc388.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
594,forest_natc52.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1337,mountain_moun44.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
539,forest_nat219.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2273,street_par91.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1722,opencountry_land514.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1182,insidecity_par104.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
155,coast_n347041.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1756,opencountry_land639.jpg,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1792,opencountry_land745.jpg,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
335,coast_sun11.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
23,coast_cdmc706.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
442,forest_for3.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2474,tallbuilding_art1624.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1131,insidecity_gre270.jpg,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1417,mountain_n371066.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
2093,street_bost137.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
832,highway_gre277.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
1782,opencountry_land691.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1296,mountain_land275.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2237,street_par203.jpg,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
773,highway_bost297.jpg,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
496,forest_land854.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2102,street_bost65.jpg,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
448,forest_for50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1705,opencountry_land41.jpg,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1843,opencountry_n266024.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
260,coast_nat908.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
2049,street_art1187.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
2632,tallbuilding_urban1003.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1442,mountain_n736011.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1132,insidecity_gre286.jpg,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
240,coast_nat755.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1523,mountain_nat758.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2092,street_bost136.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
280,coast_natu642.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1562,mountain_natu762.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1785,opencountry_land694.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1726,opencountry_land525.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1200,insidecity_urb245.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
14,coast_bea30.jpg,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
1308,mountain_land387.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2101,street_bost64.jpg,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1708,opencountry_land42.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0
523,forest_nat1248.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
384,forest_cdmc317.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1314,mountain_land6.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2669,tallbuilding_urban45.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
795,highway_bost319.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2203,street_par120.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2447,tallbuilding_art1351.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
2091,street_bost121.jpg,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0
1026,insidecity_art1598.jpg,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
1382,mountain_n213094.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1925,opencountry_nat918.jpg,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2253,street_par64.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
591,forest_natc37.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1167,insidecity_hous52.jpg,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
510,forest_moun46.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
1031,insidecity_art1664.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1914,opencountry_nat750.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
680,forest_text49.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1658,opencountry_fie33.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1199,insidecity_urb224.jpg,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
925,highway_nat542.jpg,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
1041,insidecity_art620.jpg,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1321,mountain_land778.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
131,coast_n243057.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1456,mountain_n860061.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
2160,street_gre179.jpg,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
2558,tallbuilding_bost390.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1955,opencountry_natu51.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2034,opencountry_sopen61.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
288,coast_natu704.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0
2080,street_art862.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
475,forest_land245.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
108,coast_n199066.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
526,forest_nat130.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1594,mountain_sharp45.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1148,insidecity_hous114.jpg,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
1841,opencountry_n251015.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2052,street_art1328.jpg,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1
763,highway_bost185.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
664,forest_text21.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1535,mountain_nat87.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2053,street_art1583.jpg,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
165,coast_n424081.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
2181,street_hexp17.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
909,highway_gre684.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
884,highway_gre530.jpg,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0
1355,mountain_n199073.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
992,insidecity_art104.jpg,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2134,street_boston379.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2104,street_bost75.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
667,forest_text29.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,tallbuilding_a244069.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2642,tallbuilding_urban1064.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1311,mountain_land471.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1347,mountain_n18044.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1928,opencountry_nat942.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2681,tallbuilding_urban846.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1421,mountain_n392087.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2375,tallbuilding_a487065.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
489,forest_land807.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1912,opencountry_nat733.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
466,forest_land102.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
180,coast_n736062.jpg,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
950,insidecity_a111017.jpg,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1062,insidecity_art673.jpg,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2656,tallbuilding_urban15.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1434,mountain_n480098.jpg,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
914,highway_land464.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1402,mountain_n344028.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2622,tallbuilding_urb893.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
1236,insidecity_urb721.jpg,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2141,street_boston79.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
2665,tallbuilding_urban28.jpg,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
477,forest_land335.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
553,forest_nat324.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
446,forest_for44.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
796,highway_bost320.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
493,forest_land849.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
181,coast_n739046.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
2415,tallbuilding_archi28.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2553,tallbuilding_art936.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
852,highway_gre415.jpg,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0
216,coast_nat294.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
609,forest_natu31.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
877,highway_gre492.jpg,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
2214,street_par151.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
818,highway_bost398.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
7,coast_bea2.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
893,highway_gre609.jpg,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
696,highway_art1674.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1110,insidecity_boston262.jpg,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1953,opencountry_natu503.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1419,mountain_n371076.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2666,tallbuilding_urban3.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2165,street_gre193.jpg,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
300,coast_natu813.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1102,insidecity_bost44.jpg,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
2081,street_art869.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1153,insidecity_hous130.jpg,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
1353,mountain_n199015.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1853,opencountry_n295046.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9,coast_bea24.jpg,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1997,opencountry_natu843.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2548,tallbuilding_art853.jpg,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
1755,opencountry_land638.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1176,insidecity_hous85.jpg,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1
1548,mountain_natu460.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1476,mountain_nat1232.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1195,insidecity_urb114.jpg,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
404,forest_cdmc430.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2367,tallbuilding_a487045.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
76,coast_land237.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1440,mountain_n603048.jpg,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1302,mountain_land30.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
2088,street_bost104.jpg,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
